name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
selhurst,2018-08-10,17.3,10.3,14.1,17.3,10.3,14.1,11.1,82.3,15.49,,12.5,,,,50,24.6,239.2,1018.2,24.2,35.7,126.4,7.3,4,,2018-08-10T05:38:01,2018-08-10T20:32:21,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
selhurst,2018-08-11,20.1,8.6,15,20.1,8.6,15,10.2,75.11,0.4,,8.33,,,,27.7,17.9,230.7,1022,24.3,38.2,249.2,14.4,8,,2018-08-11T05:39:34,2018-08-11T20:30:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,AT055,03772099999,03770099999"
selhurst,2018-08-12,21,15.8,17.9,21,15.8,17.9,13.9,77.99,0.9,,8.33,,,,,23.3,194.9,1011.5,51.3,34.1,113.7,6.5,2,,2018-08-12T05:41:08,2018-08-12T20:28:34,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,D4121,C7488,03772099999,03770099999"
selhurst,2018-08-13,22.7,15.4,18.6,22.7,15.4,18.6,14.6,79.19,2.26,,8.33,,,,,21.3,267.1,1007.3,46.2,26.2,112.8,6.5,3,,2018-08-13T05:42:42,2018-08-13T20:26:38,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,AR120,03772099999,03770099999"
selhurst,2018-08-14,23.9,13.1,18.6,23.9,13.1,18.6,12.9,70.76,0,,0,,,,,18.9,278.2,1015.9,30.9,41,150.9,11.9,5,,2018-08-14T05:44:16,2018-08-14T20:24:42,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,AR120,AT055,03772099999,03770099999"
selhurst,2018-08-15,23.3,15.2,18.7,23.3,15.2,18.7,13.9,74.34,0,,0,,,,,24.9,239.4,1017.8,44.5,34.7,153.5,13.3,5,,2018-08-15T05:45:51,2018-08-15T20:22:44,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,E0331,03781099999,03672099999,AT055,03772099999,03770099999"
selhurst,2018-08-16,18.2,13.9,16.6,18.2,13.9,16.6,14.2,85.79,14.46,,8.33,,,,,24.9,225.5,1014.5,42.5,20.1,104.8,9.1,2,,2018-08-16T05:47:25,2018-08-16T20:20:45,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,AT055,03772099999,03770099999"
selhurst,2018-08-17,21,9.8,16,21,9.8,16,10.6,72.46,0.2,,4.17,,,,46.4,20.1,252.8,1019.7,21.4,31.4,192.1,16.6,5,,2018-08-17T05:49:00,2018-08-17T20:18:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,AT055,03772099999,03770099999"
selhurst,2018-08-18,20.6,14.6,17.7,20.6,14.6,17.7,13.5,76.67,0,,0,,,,,18.5,230.9,1021.3,53.9,30.3,137.2,11.9,3,,2018-08-18T05:50:35,2018-08-18T20:16:44,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,AT055,03772099999,03770099999"
selhurst,2018-08-19,24.7,17.1,19.6,24.7,17.1,19.6,15.7,78.74,0,,0,,,,46.4,24.7,232.9,1019.1,46.1,28,97.8,6.3,2,,2018-08-19T05:52:10,2018-08-19T20:14:41,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,D4121,AT055,03772099999,03770099999"
