name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
leicester,2019-01-02,4.8,1.3,3,3.9,-1,1.5,-0.3,79.12,0.2,,4.17,,,,,8.7,244.8,1044,86,22.4,39.4,1.3,1,,2019-01-02T08:15:57,2019-01-02T16:01:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-03,3.5,0.9,2.6,3.5,0.9,2.2,-2.2,70.63,0,,0,,,,,7.2,281.9,1043.7,99.5,21.8,37.3,1.1,1,,2019-01-03T08:15:44,2019-01-03T16:02:21,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-04,3.4,-2.3,0.7,0.9,-5,-1.8,-1.8,83.77,0,,0,,,,,11.6,265.7,1042.5,78.5,9.1,61.2,2,1,,2019-01-04T08:15:29,2019-01-04T16:03:33,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-05,5.3,3.1,4.4,4,0.6,2.4,1.5,81.95,0,,0,,,,,10.7,270,1038.7,100,16.3,27.8,0.8,0,,2019-01-05T08:15:09,2019-01-05T16:04:47,1,Overcast,Cloudy skies throughout the day.,cloudy,"E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-06,9.6,5.1,7.1,8.2,2.8,5.2,5,86.24,0,,0,,,,,13.7,269,1036.5,90.2,16.2,52.4,1.5,1,,2019-01-06T08:14:47,2019-01-06T16:06:04,0,Overcast,Cloudy skies throughout the day.,cloudy,"03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-07,10.8,6.5,8.5,10.8,3.7,6.5,6.1,85.18,0.34,,4.17,,,,64.8,26.9,250.5,1030.5,70.6,24.1,51,1.5,1,,2019-01-07T08:14:21,2019-01-07T16:07:24,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-08,8,3.1,6.2,4.8,-0.5,2.8,2.1,75.13,0.2,,4.17,,,,50,26,306.3,1028.3,27.8,18,69.3,2,2,,2019-01-08T08:13:51,2019-01-08T16:08:45,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-09,4.6,1,2.5,0.5,-2.5,-1.2,0,83.55,0,,0,,,,,19.8,328.4,1030.9,39.6,24.8,86.9,2.5,2,,2019-01-09T08:13:18,2019-01-09T16:10:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-10,7.2,0,3.6,4.7,-2.6,1.2,2,89.54,0,,0,,,,,15.2,290,1030.7,85.6,13.4,51,1.5,1,,2019-01-10T08:12:42,2019-01-10T16:11:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
leicester,2019-01-11,7.5,5.3,6.5,5.3,3,4.2,3.9,83.74,0.4,,8.33,,,,,14.1,300.2,1030.3,85,23.4,70,2,2,,2019-01-11T08:12:03,2019-01-11T16:13:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03462099999,E7347,03379099999,03354099999,03535099999,03560099999,03544099999"
